DonorKey,Donor Name,Country,Region,Age Band,Acquisition Date,Acquisition ChannelKey,Donor Type,Consent Status
3937,Miss Lynne Daly,,Uppsala,75+,2024-12-23,1,Individual,Full
3938,Anna Stone,NO,Vestland,45-59,2025-11-06,2,Individual,Full
3939,Mr Gavin Freeman,SE,Stockholm,75+,2024-05-20,2,Individual,Full
3940,Hannah Watson,SE,Skåne,18-29,2025-12-17,5,Individual,Email only
3941,Callum O'Brien,FI,Varsinais-Suomi,45-59,2023-12-10,1,Individual,Full
3942,Jamie Brennan,NO,Oslo,45-59,2024-12-22,3,Individual,Email only
3943,Miss Laura Price,DK,Syddanmark,45-59,2024-10-06,4,Individual,Full
3944,Callum Freeman-Edwards,FI,Varsinais-Suomi,18-29,2022-12-09,1,Individual,Post only
3945,Mr Adam Buckley,DK,Sjælland,75+,2023-12-03,3,Individual,Post only
3946,Wayne Roberts,FI,Varsinais-Suomi,45-59,2024-10-06,3,Individual,Full
3947,Bernard Brennan,SE,Skåne,75+,2025-04-24,1,Individual,Full
3948,Graeme Thorpe,FI,Pirkanmaa,18-29,2025-05-15,5,Individual,Full
3949,Bethan Atkinson,SE,Stockholm,30-44,2023-05-26,1,Individual,Full
3950,Mary Wright,SE,Skåne,18-29,2022-05-04,1,Individual,Full
3951,Brenda Pope,FI,Pirkanmaa,60-74,2023-05-11,3,Individual,Email only
3952,Miss Natalie Rice,SE,Skåne,30-44,2023-11-22,2,Individual,Email only
3953,Dr Gerard Morris,FI,Pirkanmaa,18-29,2022-02-06,1,Individual,Full
3954,Suzanne Reed,NO,Rogaland,45-59,2022-08-22,3,Individual,Full
3955,Victoria Mann,FI,Varsinais-Suomi,30-44,2023-11-04,1,Individual,Full
3956,Kerry Parkes,FI,Pohjois-Pohjanmaa,18-29,2023-12-28,1,Individual,Email only
3957,Anthony Lee,NO,Trøndelag,30-44,2025-12-23,1,Individual,Email only
3958,Dr Nicholas Pearce,FI,Pohjois-Pohjanmaa,30-44,2022-12-27,6,Individual,Full
3959,Philip Watkins,NO,Oslo,18-29,2024-05-28,3,Individual,Full
3960,Mr Luke Davies,FI,Uusimaa,45-59,2022-10-07,1,Individual,Full
3961,Geoffrey Harrison,SE,Stockholm,45-59,2024-02-18,2,Individual,Full
3962,Mr Marcus Gilbert,FI,Pirkanmaa,60-74,2024-05-08,1,Individual,Email only
3963,Jeremy O'Donnell,SE,Uppsala,18-29,2022-04-26,6,Individual,Full
3964,Dr Lauren Harrison,FI,Pohjois-Pohjanmaa,60-74,2022-06-08,2,Individual,Full
3965,Clive Patel-Jones,FI,Pohjois-Pohjanmaa,30-44,2025-05-09,2,Individual,Full
3966,Albert Burton,SE,Skåne,30-44,2023-11-08,2,Individual,Full
3967,Dean Clark,FI,Uusimaa,45-59,2023-12-10,1,Individual,Full
3968,Miss Shirley Turner,FI,Uusimaa,45-59,2024-02-12,1,Individual,Full
3969,Tina Phillips,SE,Uppsala,30-44,2024-07-16,4,Individual,Email only
3970,Kenneth Hancock,FI,Pirkanmaa,45-59,2024-06-30,4,Individual,Full
3971,Mr Glen Brown,FI,Varsinais-Suomi,18-29,2024-10-06,4,Individual,Full
3972,Bernard Hale,NO,Rogaland,45-59,2024-09-10,3,Individual,Full
3973,Dr Peter Matthews,FI,Uusimaa,30-44,2024-09-18,6,Individual,Full
3974,Ms Tina Harvey,NO,Vestland,60-74,2022-05-19,5,Individual,Post only
3975,Melanie Thornton,DK,Syddanmark,75+,2025-12-21,3,Individual,Full
3976,Denis Gallagher,FI,Pohjois-Pohjanmaa,45-59,2023-09-28,2,Individual,Email only
3977,Chloe Morris,NO,Trøndelag,60-74,2024-04-05,4,Individual,Email only
3978,Mr Ricky Lambert,SE,Västra Götaland,60-74,2022-09-22,1,Individual,Post only
3979,Mr Charles Ali,DK,Sjælland,60-74,2023-01-17,2,Individual,Full
3980,Mr Elliott Davis,FI,Pirkanmaa,45-59,2024-02-12,1,Individual,Full
3981,Leanne Roberts-Howard,FI,Varsinais-Suomi,45-59,2024-05-18,2,Individual,Email only
3982,Harry Bryant-Martin,FI,Uusimaa,30-44,2025-10-25,2,Individual,Full
3983,Gemma Cole-Williams,NO,Oslo,18-29,2025-09-24,2,Individual,Email only
3984,Jacob Freeman,SE,Skåne,30-44,2022-12-10,1,Individual,Full
3985,Martin Stewart,SE,Västra Götaland,30-44,2024-10-25,4,Individual,Email only
3986,Jade Johnson,SE,Uppsala,75+,2022-12-15,1,Individual,Full
3987,Mr Bryan Allen,FI,Uusimaa,60-74,2022-10-05,2,Individual,Post only
3988,Glenn Garner-Simpson,NO,Rogaland,60-74,2022-11-11,2,Individual,Full
3989,Diane Wilson,SE,Västra Götaland,18-29,2024-12-01,1,Individual,Full
3990,Josephine Bishop,DK,Midtjylland,75+,2022-08-05,4,Individual,Full
3991,Jordan Brown,SE,Uppsala,30-44,2025-11-19,5,Individual,Full
3992,Dr Amelia Leach,SE,Skåne,18-29,2024-01-17,1,Individual,Post only
3993,Katie Hartley-Pearson,SE,Stockholm,18-29,2023-09-08,1,Individual,Full
3994,Dr Jordan Vincent,FI,Pirkanmaa,75+,2025-11-21,4,Corporate,Post only
3995,Adrian Davis,FI,Pohjois-Pohjanmaa,30-44,2022-05-30,2,Individual,Full
3996,Miss Sharon Gregory,FI,Pirkanmaa,30-44,2024-09-27,6,Individual,Full
3997,Mr Stanley Finch,FI,Uusimaa,30-44,2023-04-23,1,Individual,Full
3998,Jordan Nelson,NO,Vestland,60-74,2024-12-19,3,Individual,Full
3999,Ms Dorothy Byrne,FI,Uusimaa,45-59,2025-11-16,1,Individual,Full
4000,Jayne Stevenson,DK,Midtjylland,30-44,2022-08-31,3,Individual,Email only
4001,Dr Martyn Pugh,FI,Pohjois-Pohjanmaa,60-74,2025-10-11,3,Individual,Full
4002,Mr Benjamin Stevenson,DK,Midtjylland,18-29,2022-11-18,2,Individual,Full
4003,Glen Moore,NO,Trøndelag,60-74,2023-10-26,1,Individual,Full
4004,Mrs Lucy Walsh,FI,Pohjois-Pohjanmaa,45-59,2025-12-23,2,Individual,Email only
4005,Denis Price,FI,Pohjois-Pohjanmaa,30-44,2023-09-27,1,Individual,Full
4006,Leah Page,FI,Pirkanmaa,45-59,2025-12-26,3,Individual,Full
4007,Allan Jones,FI,Pirkanmaa,30-44,2022-08-21,2,Individual,Email only
4008,Garry Russell,NO,Oslo,30-44,2022-02-05,6,Individual,Email only
4009,Mr Jay Walsh,NO,Rogaland,60-74,2024-11-27,1,Individual,Full
4010,Miss Margaret Mills,NO,Oslo,30-44,2025-06-14,2,Individual,Email only
4011,Timothy Price,FI,Uusimaa,18-29,2025-10-01,2,Individual,Full
4012,Gary Wilson,FI,Uusimaa,45-59,2025-08-21,1,Individual,Full
4013,Dr Shane Spencer,NO,Vestland,60-74,2025-09-19,1,Individual,Full
4014,Lorraine Pearson,SE,Skåne,75+,2022-12-04,2,Individual,Full
4015,Connor Tucker,NO,Oslo,30-44,2022-12-01,2,Individual,Email only
4016,Jenna Hamilton,DK,Hovedstaden,45-59,2024-05-06,1,Individual,Full
4017,Stewart Webb,,Pohjois-Pohjanmaa,45-59,2025-09-04,1,Individual,Email only
4018,Douglas Lee,FI,Pirkanmaa,60-74,2022-12-09,3,Individual,Full
4019,Shirley Wilson,FI,Uusimaa,75+,2025-09-18,1,Individual,Full
4020,Samantha Murray,DK,Syddanmark,45-59,2023-08-24,1,Individual,Full
4021,Maurice Smith,SE,Stockholm,30-44,2024-08-09,1,Individual,Post only
4022,Edward Whitehouse,DK,Hovedstaden,18-29,2025-09-06,4,Individual,Full
4023,Bruce Lloyd,SE,Stockholm,45-59,2025-07-19,6,Individual,Full
4024,Dr Natasha Martin,SE,Uppsala,30-44,2024-06-27,1,Individual,Post only
4025,Kirsty Smith,SE,Västra Götaland,45-59,2023-12-01,1,Corporate,Full
4026,Mr Kyle Barnes,FI,Varsinais-Suomi,18-29,2022-08-07,4,Individual,Full
4027,Laura Stephenson,DK,Midtjylland,60-74,2022-11-09,5,Individual,Full
4028,Vanessa Harrison,NO,Vestland,75+,2025-02-27,5,Individual,Email only
4029,Pauline Burns,FI,Uusimaa,60-74,2025-03-20,5,Individual,Full
4030,Iain Young,DK,Syddanmark,30-44,2025-12-19,1,Individual,Post only
4031,Dr Clifford Hartley,FI,Uusimaa,30-44,2025-02-19,1,Individual,Full
4032,Ms Kimberley Bates,SE,Stockholm,45-59,2024-09-25,1,Individual,Full
4033,Kerry Kelly,FI,Varsinais-Suomi,60-74,2024-03-07,2,Individual,Full
4034,Terence Wade,SE,Skåne,60-74,2022-09-13,2,Corporate,Full
4035,Edward Atkins,NO,Vestland,60-74,2022-01-06,2,Individual,Full
4036,Ms Harriet Gibson,NO,Vestland,60-74,2025-05-05,1,Individual,Post only
4037,Mr Lewis Manning,NO,Trøndelag,75+,2022-02-08,3,Individual,Email only
4038,Miss Gemma White,SE,Västra Götaland,60-74,2024-05-06,4,Individual,Email only
4039,Ms Zoe Winter,FI,Pohjois-Pohjanmaa,75+,2022-12-14,1,Individual,Full
4040,Owen Griffiths-Lynch,NO,Oslo,60-74,2025-05-13,2,Individual,Full
4041,Andrea Mitchell,FI,Pohjois-Pohjanmaa,30-44,2022-06-12,1,Individual,Full
4042,Terence Lane,SE,Uppsala,60-74,2023-06-01,4,Individual,Full
4043,Dr Alison Kerr,FI,Pirkanmaa,45-59,2023-08-17,1,Individual,Post only
4044,Ms Amy Craig,SE,Västra Götaland,18-29,2024-02-13,1,Individual,Full
4045,Frederick Weston,DK,Hovedstaden,60-74,2025-12-13,4,Individual,Full
4046,Dorothy Miller,NO,Trøndelag,45-59,2023-06-03,1,Individual,Email only
4047,Frank Hooper,DK,Syddanmark,60-74,2025-04-20,3,Individual,Full
4048,Ms Diane Wilson,FI,Uusimaa,75+,2023-07-23,1,Individual,Full
4049,Paula Bibi-Middleton,FI,Varsinais-Suomi,60-74,2023-01-12,1,Individual,Full
4050,Mr Joshua Anderson,DK,Syddanmark,45-59,2022-01-09,2,Individual,Email only
4051,Dr Francesca Wilson,NO,Vestland,60-74,2024-12-26,2,Individual,Post only
4052,Miss Lydia Watts,FI,Varsinais-Suomi,30-44,2023-12-09,1,Individual,Full
4053,Mr Kenneth Roberts,,Varsinais-Suomi,30-44,2023-09-26,5,Corporate,Full
4054,Luke Miles,SE,Skåne,60-74,2024-07-17,1,Individual,Full
4055,Josephine Thomas,NO,Trøndelag,60-74,2022-08-22,2,Individual,Full
4056,Dr Declan James,SE,Västra Götaland,60-74,2024-12-20,1,Individual,Full
4057,Karl Rice-Atkins,FI,Uusimaa,18-29,2025-12-28,2,Individual,Full
4058,Kieran Shepherd-Browne,DK,Midtjylland,45-59,2025-03-11,2,Individual,Full
4059,Dr Dean Nelson,SE,Uppsala,45-59,2023-09-26,1,Individual,Full
4060,Mrs June Thomas,FI,Pirkanmaa,60-74,2024-12-17,2,Individual,Full
4061,Mr Allan Barker,NO,Trøndelag,45-59,2025-12-21,6,Individual,Email only
4062,Ms Katy Kelly,FI,Uusimaa,18-29,2025-12-23,5,Individual,Post only
4063,Mandy Turner,FI,Pohjois-Pohjanmaa,18-29,2025-02-11,1,Corporate,Email only
4064,Stewart Pratt,SE,Skåne,45-59,2022-12-25,4,Individual,Full
4065,Claire Rose,SE,Uppsala,75+,2022-02-26,3,Individual,Full
4066,Antony Brown-Bennett,SE,Uppsala,18-29,2025-10-11,2,Individual,Full
4067,Jean Brown,FI,Pirkanmaa,75+,2024-05-12,4,Individual,Full
4068,Paula Slater,NO,Trøndelag,60-74,2024-12-03,4,Individual,Full
4069,Nigel Fisher,SE,Skåne,60-74,2024-06-17,4,Individual,Full
4070,Alice Kerr,FI,Varsinais-Suomi,18-29,2022-07-28,1,Individual,Full
4071,Rachael Palmer,FI,Varsinais-Suomi,30-44,2024-07-14,1,Individual,Full
4072,Roger Thomas,SE,Stockholm,30-44,2024-02-26,6,Individual,Full
4073,Benjamin Harris,,Vestland,18-29,2022-04-23,3,Individual,Full
4074,Arthur Farrell-Douglas,FI,Pirkanmaa,18-29,2023-06-08,2,Individual,Email only
4075,Dale Griffiths,FI,Pohjois-Pohjanmaa,45-59,2024-11-07,1,Individual,Full
4076,Jason Baker,SE,Västra Götaland,45-59,2022-03-22,1,Individual,Full
4077,Mohammad Ryan,SE,Skåne,60-74,2022-06-01,1,Corporate,Full
4078,Owen Hewitt,NO,Trøndelag,30-44,2023-07-05,2,Individual,Full
4079,Charlotte Morgan,DK,Syddanmark,60-74,2024-11-01,5,Corporate,Email only
4080,Sharon Harris,DK,Hovedstaden,30-44,2024-12-09,6,Trust,Post only
4081,Howard Holland,FI,Varsinais-Suomi,30-44,2023-12-10,1,Individual,Full
4082,Danny Payne,SE,Uppsala,60-74,2024-03-26,1,Individual,Full
4083,Miss Janet Jones,NO,Trøndelag,30-44,2022-05-11,6,Individual,Full
4084,Mohammed King,FI,Pohjois-Pohjanmaa,60-74,2024-10-03,3,Individual,Full
4085,Judith Hobbs,NO,Vestland,45-59,2022-09-27,1,Individual,Full
4086,Grace Townsend,SE,Uppsala,45-59,2024-05-30,3,Individual,Email only
4087,Mr Joel Harrison,SE,Västra Götaland,18-29,2024-12-13,1,Individual,Full
4088,Lewis Moore,FI,Pohjois-Pohjanmaa,30-44,2024-02-24,1,Individual,Post only
4089,Jeremy Davis-Moore,FI,Pirkanmaa,60-74,2022-09-07,2,Individual,Full
4090,Lawrence Fletcher-Cooper,SE,Uppsala,75+,2025-12-18,6,Individual,Full
4091,Josephine Williams,SE,Skåne,45-59,2022-05-06,5,Individual,Full
4092,Julie Blake,SE,Västra Götaland,45-59,2023-10-28,2,Individual,Full
4093,Lydia Dean,FI,Varsinais-Suomi,30-44,2022-10-04,2,Individual,Full
4094,Mohammed Kent-Davies,NO,Trøndelag,45-59,2022-06-09,3,Individual,Email only
4095,Ms Mary Rahman,SE,Skåne,30-44,2025-10-07,5,Individual,Full
4096,Mr Roy French,SE,Västra Götaland,45-59,2023-12-10,4,Individual,Full
4097,Carolyn Porter,FI,Pohjois-Pohjanmaa,60-74,2024-06-22,1,Individual,Email only
4098,Ms Hollie Johnson,NO,Rogaland,18-29,2022-09-09,1,Individual,Post only
4099,Hannah Ellis,NO,Vestland,45-59,2022-01-05,6,Individual,Post only
4100,Miss Leah Hutchinson,FI,Varsinais-Suomi,45-59,2024-09-05,1,Individual,Full
4101,Lawrence Porter,SE,Västra Götaland,18-29,2025-11-08,1,Individual,Email only
4102,Mr Kieran Patel,FI,Uusimaa,60-74,2022-02-04,2,Individual,Full
4103,Dr Olivia Rowley,FI,Varsinais-Suomi,45-59,2024-11-06,1,Individual,Full
4104,Eric Knight,FI,Pohjois-Pohjanmaa,60-74,2024-07-27,5,Individual,Full
4105,Jennifer Henderson,NO,Rogaland,60-74,2023-09-06,6,Individual,Full
4106,Colin Cooper,NO,Rogaland,45-59,2025-09-10,1,Corporate,Email only
4107,Reece Richards,FI,Varsinais-Suomi,60-74,2022-05-17,6,Individual,Full
4108,Mrs Sandra Smith,,Rogaland,75+,2025-12-06,1,Individual,Full
4109,Nigel Lambert,FI,Varsinais-Suomi,30-44,2025-01-22,1,Individual,Full
4110,Mr Sean Ball,NO,Oslo,60-74,2022-05-16,2,Corporate,Full
4111,Bethan Martin,DK,Hovedstaden,45-59,2023-09-11,2,Individual,Full
4112,Miss Katy Yates,DK,Midtjylland,30-44,2024-01-25,2,Individual,Email only
4113,Olivia Smith,NO,Trøndelag,18-29,2022-03-19,4,Individual,Full
4114,Judith Watson-Cooper,SE,Skåne,18-29,2024-03-30,3,Individual,Full
4115,Josephine Wilson,NO,Vestland,60-74,2023-12-13,3,Individual,Full
4116,Jean Martin,SE,Uppsala,75+,2025-11-13,5,Individual,Post only
4117,Christopher Hill,SE,Skåne,18-29,2022-01-31,6,Individual,Full
4118,Charlotte Henderson,,Pohjois-Pohjanmaa,18-29,2023-12-11,1,Individual,Full
4119,Mr Callum Cooper,FI,Pohjois-Pohjanmaa,45-59,2025-09-06,2,Individual,Email only
4120,Kelly Taylor,,Pirkanmaa,30-44,2024-01-30,4,Individual,Full
4121,Megan Harvey,SE,Skåne,30-44,2022-12-03,1,Individual,Full
4122,Dr Jamie Turner,NO,Vestland,30-44,2025-12-02,1,Individual,Full
4123,Miss Amber Thomson,FI,Varsinais-Suomi,45-59,2023-09-18,1,Individual,Full
4124,Leah King,FI,Uusimaa,60-74,2025-12-05,1,Individual,Email only
4125,George Rice-Shaw,NO,Vestland,30-44,2023-12-14,2,Individual,Full
4126,Gerard Hughes,SE,Västra Götaland,75+,2023-05-29,3,Individual,Email only
4127,Mrs Debra Ali,SE,Skåne,60-74,2025-01-10,1,Individual,Email only
4128,Andrea Whitehouse-Shah,SE,Stockholm,45-59,2025-05-11,6,Individual,Full
4129,Melanie Ward-Bailey,SE,Västra Götaland,18-29,2024-04-18,1,Individual,Full
4130,Marian Singh,NO,Vestland,18-29,2024-05-09,1,Individual,Full
4131,James Williams,DK,Hovedstaden,30-44,2024-05-06,3,Individual,Full
4132,Mrs Grace Grant,NO,Oslo,30-44,2023-09-26,2,Individual,Full
4133,Mark Smith,FI,Varsinais-Suomi,30-44,2023-04-27,1,Individual,Full
4134,Mrs Michelle Murphy,NO,Rogaland,60-74,2024-09-14,3,Individual,Full
4135,Jessica Franklin,DK,Midtjylland,75+,2023-02-13,1,Individual,Full
4136,Dr Michael Bradley,FI,Pohjois-Pohjanmaa,18-29,2023-12-12,1,Corporate,Email only
4137,Brandon Woods,FI,Varsinais-Suomi,18-29,2022-08-23,3,Individual,Full
4138,Stephanie Davies,FI,Pohjois-Pohjanmaa,45-59,2023-09-20,1,Individual,Full
4139,Miss Irene Webb,NO,Rogaland,60-74,2022-11-01,1,Individual,Full
4140,Kathryn Holmes,SE,Stockholm,60-74,2022-06-26,2,Individual,Full
4141,Janet Doherty,NO,Vestland,30-44,2024-11-22,2,Individual,Post only
4142,Josh Smith,NO,Vestland,45-59,2023-05-24,2,Individual,Full
4143,Miss Lynda Davidson,SE,Uppsala,18-29,2024-09-07,1,Individual,Post only
4144,Dr Carl Davidson,DK,Syddanmark,30-44,2025-08-24,6,Individual,Email only
4145,Gemma Thompson-Johnson,SE,Uppsala,45-59,2024-05-27,3,Individual,Email only
4146,Julian Hutchinson-Robson,FI,Pirkanmaa,30-44,2025-10-25,2,Individual,Email only
4147,Dr Dennis Kemp,FI,Pirkanmaa,18-29,2025-05-26,2,Individual,Full
4148,Pamela Clarke,SE,Stockholm,60-74,2023-09-20,1,Individual,Full
4149,Bethany Charlton,FI,Varsinais-Suomi,18-29,2025-11-11,2,Individual,Post only
4150,Mr Henry Power,DK,Midtjylland,45-59,2023-12-22,1,Individual,Full
4151,Mr Shane Moore,FI,Pohjois-Pohjanmaa,75+,2022-03-18,4,Individual,Full
4152,Alan Lane,FI,Pirkanmaa,18-29,2022-09-05,1,Individual,Full
4153,Jessica Begum-Bibi,NO,Oslo,60-74,2022-10-05,3,Individual,Full
4154,Ms Lynda Edwards,SE,Västra Götaland,60-74,2022-11-28,1,Individual,Full
4155,Margaret Anderson,SE,Stockholm,75+,2024-05-31,2,Individual,Post only
4156,Bradley Gill,SE,Västra Götaland,30-44,2024-09-02,1,Individual,Full
4157,Ms Leah Collins,FI,Pohjois-Pohjanmaa,45-59,2022-05-31,1,Individual,Full
4158,Miss Georgina Carpenter,SE,Uppsala,18-29,2023-04-12,2,Individual,Full
4159,Ann Parsons,NO,Oslo,30-44,2024-10-25,2,Individual,Email only
4160,Sylvia Hartley,DK,Syddanmark,45-59,2025-12-14,4,Individual,Full
4161,Ms Deborah Wright,SE,Skåne,75+,2022-09-04,1,Corporate,Post only
4162,Reece Davies,SE,Skåne,60-74,2022-06-03,3,Trust,Full
4163,Katherine Booth,DK,Sjælland,45-59,2022-12-20,4,Individual,Full
4164,Scott Warren,SE,Västra Götaland,45-59,2025-12-14,5,Individual,Full
4165,Rachel Woods,NO,Rogaland,60-74,2024-12-06,5,Individual,Email only
4166,Dr Ricky Donnelly,SE,Västra Götaland,45-59,2023-05-01,1,Individual,Full
4167,Gerard Morgan,DK,Hovedstaden,30-44,2024-07-22,1,Individual,Full
4168,Josh Bennett,FI,Pohjois-Pohjanmaa,45-59,2024-12-08,1,Individual,Full
4169,Dr Tony Farmer,DK,Midtjylland,30-44,2024-12-07,5,Individual,Full
4170,Charles Dawson,SE,Västra Götaland,30-44,2022-12-16,2,Individual,Full
4171,Jill Potter,DK,Midtjylland,60-74,2024-04-08,4,Individual,Full
4172,Geoffrey Potter-Lowe,NO,Rogaland,30-44,2024-03-01,1,Individual,Full
4173,Georgia Porter,SE,Uppsala,45-59,2023-10-25,2,Individual,Full
4174,Dr Dylan Yates,SE,Västra Götaland,30-44,2023-10-03,4,Individual,Post only
4175,Stephanie Johnson,NO,Oslo,60-74,2022-03-30,1,Individual,Full
4176,Iain Turner,DK,Midtjylland,18-29,2022-12-25,3,Corporate,Email only
4177,Dr Zoe Patterson,DK,Sjælland,75+,2024-03-04,5,Individual,Post only
4178,Edward Gibson,SE,Västra Götaland,75+,2022-09-22,6,Individual,Post only
4179,Dr Alex Rowe,FI,Varsinais-Suomi,60-74,2023-03-27,5,Individual,Email only
4180,Tracey Walsh,NO,Oslo,30-44,2022-12-18,2,Individual,Full
4181,Joshua Norman,SE,Västra Götaland,45-59,2022-12-11,1,Corporate,Full
4182,Danny Clayton,DK,Sjælland,45-59,2025-03-29,1,Individual,Full
4183,Christian Gibbs-Butler,NO,Trøndelag,45-59,2024-12-28,4,Individual,Full
4184,Dr Clive Wallis,SE,Skåne,30-44,2024-12-28,2,Individual,Full
4185,Miss Kerry Hope,FI,Varsinais-Suomi,30-44,2023-10-22,1,Individual,Full
4186,Kirsty Holmes,SE,Stockholm,30-44,2022-05-26,4,Individual,Email only
4187,Chelsea Nelson,DK,Midtjylland,30-44,2022-06-18,1,Individual,Post only
4188,Ruth Knowles-Bradley,FI,Uusimaa,30-44,2022-12-18,6,Individual,Full
4189,Ben Bryan,FI,Pirkanmaa,30-44,2025-04-01,1,Individual,Full
4190,Bradley Stephens,FI,Pohjois-Pohjanmaa,60-74,2023-05-17,1,Individual,Email only
4191,Antony Day,NO,Oslo,30-44,2022-09-10,1,Individual,Email only
4192,Miss Irene Rhodes,FI,Uusimaa,30-44,2022-10-24,1,Individual,Email only
4193,Katy Taylor,SE,Västra Götaland,60-74,2023-08-07,1,Individual,Full
4194,Rita Hancock,,Trøndelag,75+,2023-12-23,1,Individual,Email only
4195,Dr Richard Baxter,SE,Skåne,60-74,2022-11-30,5,Individual,Full
4196,Christian Wilson,NO,Trøndelag,30-44,2025-06-09,2,Corporate,Email only
4197,Janet Pearson,FI,Pohjois-Pohjanmaa,60-74,2024-06-23,1,Individual,Email only
4198,Abdul Harris,FI,Uusimaa,30-44,2025-01-12,2,Individual,Full
4199,Maria Fry,,Pohjois-Pohjanmaa,30-44,2024-12-14,2,Individual,Email only
4200,Paula Jenkins,,Syddanmark,45-59,2022-12-19,1,Individual,Full
4201,Arthur Gill,FI,Uusimaa,45-59,2023-03-15,1,Individual,Full
4202,Ms Lucy Dunn,NO,Rogaland,60-74,2025-07-04,2,Individual,Email only
4203,Rosemary Powell,FI,Uusimaa,75+,2022-11-29,7,Individual,Email only
4204,Roy Henderson-Flynn,SE,Västra Götaland,30-44,2025-12-11,1,Corporate,Full
4205,Bryan Hooper,FI,Pohjois-Pohjanmaa,30-44,2023-12-26,1,Individual,Full
4206,Tracey Pritchard-Rogers,DK,Midtjylland,30-44,2024-03-17,2,Individual,Full
4207,Bethan Carr,FI,Uusimaa,60-74,2023-11-02,4,Corporate,Post only
4208,Gemma Giles,,Syddanmark,60-74,2025-10-11,2,Individual,Post only
4209,Deborah Smith,FI,Pohjois-Pohjanmaa,45-59,2023-07-12,1,Individual,Full
4210,Linda Gregory,FI,Pirkanmaa,75+,2025-12-19,4,Individual,Full
4211,Miss Eileen Jones,SE,Västra Götaland,30-44,2023-12-30,1,Corporate,Full
4212,Declan Metcalfe,FI,Pohjois-Pohjanmaa,45-59,2024-12-07,1,Individual,Full
4213,Bradley Butler,FI,Pirkanmaa,45-59,2024-10-18,1,Individual,Email only
4214,Joseph Hill,SE,Uppsala,75+,2022-07-10,2,Individual,Email only
4215,Daniel Wong,DK,Sjælland,18-29,2022-11-27,5,Individual,Full
4216,Dr Ross Abbott,DK,Midtjylland,45-59,2024-05-27,1,Individual,Full
4217,William Parker,FI,Uusimaa,60-74,2025-03-10,1,Individual,Email only
4218,Cheryl Dawson,FI,Varsinais-Suomi,45-59,2023-12-24,1,Individual,Email only
4219,Shaun Smith-Hussain,FI,Uusimaa,30-44,2022-12-01,4,Individual,Full
4220,Terence Walton,NO,Oslo,45-59,2022-11-19,1,Individual,Full
4221,Josh Turnbull,FI,Uusimaa,30-44,2022-09-23,1,Individual,Full
4222,Ms Sara Taylor,DK,Midtjylland,30-44,2023-11-25,3,Individual,Email only
4223,Kate Thompson,,Trøndelag,60-74,2025-12-09,3,Individual,Full
4224,Dr Mohammed Carey,NO,Vestland,60-74,2025-05-01,2,Individual,Full
4225,Marcus Wallis,FI,Uusimaa,30-44,2023-06-18,2,Individual,Full
4226,Mr Roger Williams,SE,Västra Götaland,60-74,2024-12-11,2,Individual,Full
4227,Dr Glenn Porter,FI,Pirkanmaa,18-29,2023-11-27,3,Individual,Email only
4228,Miss Holly Spencer,SE,Västra Götaland,18-29,2025-07-13,4,Individual,Full
4229,Pauline Brown-Shepherd,FI,Pohjois-Pohjanmaa,30-44,2023-03-14,6,Individual,Email only
4230,Dean Pickering,SE,Skåne,30-44,2025-02-08,1,Individual,Post only
4231,Dr Jade Hardy,SE,Stockholm,18-29,2024-11-23,1,Individual,Full
4232,Jill Williams,FI,Pohjois-Pohjanmaa,60-74,2024-05-10,5,Individual,Email only
4233,Gillian Lamb,SE,Västra Götaland,45-59,2023-04-03,6,Individual,Email only
4234,Ryan McLean,SE,Skåne,60-74,2022-12-15,5,Individual,Full
4235,Mr Jack Leach,,Stockholm,75+,2024-04-27,2,Individual,Full
4236,Marian Heath,FI,Pohjois-Pohjanmaa,30-44,2023-02-08,1,Individual,Full
4237,Martyn Marshall,NO,Oslo,30-44,2022-12-16,2,Individual,Email only
4238,Sandra Burke-Taylor,FI,Pohjois-Pohjanmaa,30-44,2023-11-11,3,Individual,Full
4239,Karl Harris-Smith,FI,Varsinais-Suomi,45-59,2023-06-18,6,Individual,Email only
4240,Ben Bull,SE,Västra Götaland,30-44,2024-04-19,1,Individual,Full
4241,Hugh Brown,FI,Varsinais-Suomi,18-29,2022-12-22,1,Individual,Full
4242,Mrs Kathleen Harris,NO,Vestland,75+,2023-11-11,3,Individual,Full
4243,Jill Power-Bell,FI,Pirkanmaa,18-29,2025-03-08,2,Individual,Email only
4244,Miss Lydia Lane,SE,Uppsala,60-74,2024-07-16,5,Individual,Post only
4245,Dr Gillian Clarke,SE,Stockholm,18-29,2023-03-11,6,Individual,Full
4246,Dale Blackburn,FI,Pirkanmaa,18-29,2022-01-26,6,Individual,Post only
4247,Dale Price,FI,Pirkanmaa,60-74,2025-05-18,1,Individual,Full
4248,Brenda Bentley,SE,Stockholm,45-59,2024-03-20,2,Individual,Email only
4249,Miss Sandra White,SE,Uppsala,45-59,2025-08-01,1,Individual,Email only
